lei;dispositivo;hierarquia;tipo;numero;artigo;paragrafo;inciso;aliena;parte;titulo;capitulo;secao;subsecao;ano
adct;§ 11. No caso de precatórios relativos a diversos credores, em litisconsórcio, admite-se o desmembramento do valor, realizado pelo Tribunal de origem do precatório, por credor, e, por este, a habilitação do valor total a que tem direito, não se aplicando, neste caso, a regra do § 3º do art. 100 da Constituição Federal.  ;3;p;11;97;11;;;;1;;;;2009
adct;§ 12. Se a lei a que se refere o § 4º do art. 100 não estiver publicada em até 180 (cento e oitenta) dias, contados da data de publicação desta Emenda Constitucional, será considerado, para os fins referidos, em relação a Estados, Distrito Federal e Municípios devedores, omissos na regulamentação, o valor de:  ;3;p;12;97;12;;;;1;;;;2009
adct;"I - 40 (quarenta) salários mínimos para Estados e para o Distrito Federal;  ";2;i;I;97;12;I;;;1;;;;2009
adct;II - 30 (trinta) salários mínimos para Municípios.  ;2;i;II;97;12;II;;;1;;;;2009
adct;§ 13. Enquanto Estados, Distrito Federal e Municípios devedores estiverem realizando pagamentos de precatórios pelo regime especial, não poderão sofrer sequestro de valores, exceto no caso de não liberação tempestiva dos recursos de que tratam o inciso II do § 1º e o § 2º deste artigo.  ;3;p;13;97;13;;;;1;;;;2009
adct;§ 14. O regime especial de pagamento de precatório previsto no inciso I do § 1º vigorará enquanto o valor dos precatórios devidos for superior ao valor dos recursos vinculados, nos termos do § 2º, ambos deste artigo, ou pelo prazo fixo de até 15 (quinze) anos, no caso da opção prevista no inciso II do § 1º.  ;3;p;14;97;14;;;;1;;;;2009
adct;§ 15. Os precatórios parcelados na forma do art. 33 ou do art. 78 deste Ato das Disposições Constitucionais Transitórias e ainda pendentes de pagamento ingressarão no regime especial com o valor atualizado das parcelas não pagas relativas a cada precatório, bem como o saldo dos acordos judiciais e extrajudiciais.  ;3;p;15;97;15;;;;1;;;;2009
adct;§ 16. A partir da promulgação desta Emenda Constitucional, a atualização de valores de requisitórios, até o efetivo pagamento, independentemente de sua natureza, será feita pelo índice oficial de remuneração básica da caderneta de poupança, e, para fins de compensação da mora, incidirão juros simples no mesmo percentual de juros incidentes sobre a caderneta de poupança, ficando excluída a incidência de juros compensatórios.  ;3;p;16;97;16;;;;1;;;;2009
adct;§ 17. O valor que exceder o limite previsto no § 2º do art. 100 da Constituição Federal será pago, durante a vigência do regime especial, na forma prevista nos §§ 6º e 7º ou nos incisos I, II e III do § 8° deste artigo, devendo os valores dispendidos para o atendimento do disposto no § 2º do art. 100 da Constituição Federal serem computados para efeito do § 6º deste artigo.  ;3;p;17;97;17;;;;1;;;;2009
adct;§ 18. Durante a vigência do regime especial a que se refere este artigo, gozarão também da preferência a que se refere o § 6º os titulares originais de precatórios que tenham completado 60 (sessenta) anos de idade até a data da promulgação desta Emenda Constitucional.  ;3;p;18;97;18;;;;1;;;;2009
adct;Art. 98. O número de defensores públicos na unidade jurisdicional será proporcional à efetiva demanda pelo serviço da Defensoria Pública e à respectiva população.  ;4;a;98;98;;;;;1;;;;2014
adct;§ 1º No prazo de 8 (oito) anos, a União, os Estados e o Distrito Federal deverão contar com defensores públicos em todas as unidades jurisdicionais, observado o disposto no caput deste artigo.  ;3;p;1;98;1;;;;1;;;;2014
adct;§ 2º Durante o decurso do prazo previsto no § 1º deste artigo, a lotação dos defensores públicos ocorrerá, prioritariamente, atendendo as regiões com maiores índices de exclusão social e adensamento populacional.  ;3;p;2;98;2;;;;1;;;;2014
adct;Art. 99. Para efeito do disposto no inciso VII do § 2º do art. 155, no caso de operações e prestações que destinem bens e serviços a consumidor final não contribuinte localizado em outro Estado, o imposto correspondente à diferença entre a alíquota interna e a interestadual será partilhado entre os Estados de origem e de destino, na seguinte proporção:  ;4;a;99;99;;;;;1;;;;2015
adct;"I - para o ano de 2015: 20% (vinte por cento) para o Estado de destino e 80% (oitenta por cento) para o Estado de origem;  ";2;i;I;99;;I;;;1;;;;2015
adct;"II - para o ano de 2016: 40% (quarenta por cento) para o Estado de destino e 60% (sessenta por cento) para o Estado de origem;  ";2;i;II;99;;II;;;1;;;;2015
adct;"III - para o ano de 2017: 60% (sessenta por cento) para o Estado de destino e 40% (quarenta por cento) para o Estado de origem;  ";2;i;III;99;;III;;;1;;;;2015
adct;"IV - para o ano de 2018: 80% (oitenta por cento) para o Estado de destino e 20% (vinte por cento) para o Estado de origem;  ";2;i;IV;99;;IV;;;1;;;;2015
adct;V - a partir do ano de 2019: 100% (cem por cento) para o Estado de destino.  ;2;i;V;99;;V;;;1;;;;2015
adct;Art. 100. Até que entre em vigor a lei complementar de que trata o inciso II do § 1º do art. 40 da Constituição Federal, os Ministros do Supremo Tribunal Federal, dos Tribunais Superiores e do Tribunal de Contas da União aposentar-se-ão, compulsoriamente, aos 75 (setenta e cinco) anos de idade, nas condições do art. 52 da Constituição Federal.  ;4;a;100;100;;;;;1;;;;2015
adct;Art. 101. Os Estados, o Distrito Federal e os Municípios que, em 25 de março de 2015, se encontravam em mora no pagamento de seus precatórios quitarão, até 31 de dezembro de 2029, seus débitos vencidos e os que vencerão dentro desse período, atualizados pelo Índice Nacional de Preços ao Consumidor Amplo Especial (IPCA-E), ou por outro índice que venha a substituí-lo, depositando mensalmente em conta especial do Tribunal de Justiça local, sob única e exclusiva administração deste, 1/12 (um doze avos) do valor calculado percentualmente sobre suas receitas correntes líquidas apuradas no segundo mês anterior ao mês de pagamento, em percentual suficiente para a quitação de seus débitos e, ainda que variável, nunca inferior, em cada exercício, ao percentual praticado na data da entrada em vigor do regime especial a que se refere este artigo, em conformidade com plano de pagamento a ser anualmente apresentado ao Tribunal de Justiça local.  ;4;a;101;101;;;;;1;;;;2021
adct;§ 1º Entende-se como receita corrente líquida, para os fins de que trata este artigo, o somatório das receitas tributárias, patrimoniais, industriais, agropecuárias, de contribuições e de serviços, de transferências correntes e outras receitas correntes, incluindo as oriundas do § 1º do art. 20 da Constituição Federal, verificado no período compreendido pelo segundo mês imediatamente anterior ao de referência e os 11 (onze) meses precedentes, excluídas as duplicidades, e deduzidas:  ;3;p;1;101;1;;;;1;;;;2016
adct;"I - nos Estados, as parcelas entregues aos Municípios por determinação constitucional;  ";2;i;I;101;1;I;;;1;;;;2016
adct;II - nos Estados, no Distrito Federal e nos Municípios, a contribuição dos servidores para custeio de seu sistema de previdência e assistência social e as receitas provenientes da compensação financeira referida no § 9º do art. 201 da Constituição Federal.  ;2;i;II;101;1;II;;;1;;;;2016
adct;§ 2º O débito de precatórios será pago com recursos orçamentários próprios provenientes das fontes de receita corrente líquida referidas no § 1º deste artigo e, adicionalmente, poderão ser utilizados recursos dos seguintes instrumentos:  ;3;p;2;101;2;;;;1;;;;2017
adct;"I - até 75% (setenta e cinco por cento) dos depósitos judiciais e dos depósitos administrativos em dinheiro referentes a processos judiciais ou administrativos, tributários ou não tributários, nos quais sejam parte os Estados, o Distrito Federal ou os Municípios, e as respectivas autarquias, fundações e empresas estatais dependentes, mediante a instituição de fundo garantidor em montante equivalente a 1/3 (um terço) dos recursos levantados, constituído pela parcela restante dos depósitos judiciais e remunerado pela taxa referencial do Sistema Especial de Liquidação e de Custódia (Selic) para títulos federais, nunca inferior aos índices e critérios aplicados aos depósitos levantados;  ";2;i;I;101;2;I;;;1;;;;2017
adct;II - até 30% (trinta por cento) dos demais depósitos judiciais da localidade sob jurisdição do respectivo Tribunal de Justiça, mediante a instituição de fundo garantidor em montante equivalente aos recursos levantados, constituído pela parcela restante dos depósitos judiciais e remunerado pela taxa referencial do Sistema Especial de Liquidação e de Custódia (Selic) para títulos federais, nunca inferior aos índices e critérios aplicados aos depósitos levantados, destinando-se:  ;2;i;II;101;2;II;;;1;;;;2017
adct;"a) no caso do Distrito Federal, 100% (cem por cento) desses recursos ao próprio Distrito Federal;  ";1;al;a;101;2;II;a;;1;;;;2016
adct;"b) no caso dos Estados, 50% (cinquenta por cento) desses recursos ao próprio Estado e 50% (cinquenta por cento) aos respectivos Municípios, conforme a circunscrição judiciária onde estão depositados os recursos, e, se houver mais de um Município na mesma circunscrição judiciária, os recursos serão rateados entre os Municípios concorrentes, proporcionalmente às respectivas populações, utilizado como referência o último levantamento censitário ou a mais recente estimativa populacional da Fundação Instituto Brasileiro de Geografia e Estatística (IBGE);  ";1;al;b;101;2;II;b;;1;;;;2017
adct;"III - empréstimos, excetuados para esse fim os limites de endividamento de que tratam os incisos VI e VII do caput do art. 52 da Constituição Federal e quaisquer outros limites de endividamento previstos em lei, não se aplicando a esses empréstimos a vedação de vinculação de receita prevista no inciso IV do caput do art. 167 da Constituição Federal;  ";2;i;III;101;2;III;;;1;;;;2017
adct;IV - a totalidade dos depósitos em precatórios e requisições diretas de pagamento de obrigações de pequeno valor efetuados até 31 de dezembro de 2009 e ainda não levantados, com o cancelamento dos respectivos requisitórios e a baixa das obrigações, assegurada a revalidação dos requisitórios pelos juízos dos processos perante os Tribunais, a requerimento dos credores e após a oitiva da entidade devedora, mantidas a posição de ordem cronológica original e a remuneração de todo o período.  ;2;i;IV;101;2;IV;;;1;;;;2017
adct;§ 3º Os recursos adicionais previstos nos incisos I, II e IV do § 2º deste artigo serão transferidos diretamente pela instituição financeira depositária para a conta especial referida no caput deste artigo, sob única e exclusiva administração do Tribunal de Justiça local, e essa transferência deverá ser realizada em até sessenta dias contados a partir da entrada em vigor deste parágrafo, sob pena de responsabilização pessoal do dirigente da instituição financeira por improbidade.  ;3;p;3;101;3;;;;1;;;;2017
adct;§ 4º (Revogado).  ;3;p;4;101;4;;;;1;;;;2021
adct;"I - (revogado);  ";2;i;I;101;4;I;;;1;;;;2021
adct;"II - (revogado);  ";2;i;II;101;4;II;;;1;;;;2021
adct;"III - (revogado);  ";2;i;III;101;4;III;;;1;;;;2021
adct;IV - (revogado).  ;2;i;IV;101;4;IV;;;1;;;;2021
adct;§ 5º Os empréstimos de que trata o inciso III do § 2º deste artigo poderão ser destinados, por meio de ato do Poder Executivo, exclusivamente ao pagamento de precatórios por acordo direto com os credores, na forma do disposto no inciso III do § 8º do art. 97 deste Ato das Disposições Constitucionais Transitórias.  ;3;p;5;101;5;;;;1;;;;2021
adct;Art. 102. Enquanto viger o regime especial previsto nesta Emenda Constitucional, pelo menos 50% (cinquenta por cento) dos recursos que, nos termos do art. 101 deste Ato das Disposições Constitucionais Transitórias, forem destinados ao pagamento dos precatórios em mora serão utilizados no pagamento segundo a ordem cronológica de apresentação, respeitadas as preferências dos créditos alimentares, e, nessas, as relativas à idade, ao estado de saúde e à deficiência, nos termos do § 2º do art. 100 da Constituição Federal, sobre todos os demais créditos de todos os anos.  ;4;a;102;102;;;;;1;;;;2016
adct;§ 1º A aplicação dos recursos remanescentes, por opção a ser exercida por Estados, Distrito Federal e Municípios, por ato do respectivo Poder Executivo, observada a ordem de preferência dos credores, poderá ser destinada ao pagamento mediante acordos diretos, perante Juízos Auxiliares de Conciliação de Precatórios, com redução máxima de 40% (quarenta por cento) do valor do crédito atualizado, desde que em relação ao crédito não penda recurso ou defesa judicial e que sejam observados os requisitos definidos na regulamentação editada pelo ente federado.   (Numerado do parágrafo único pela  Emenda constitucional nº 99, de 2017);3;p;1;102;1;;;;1;;;;
adct;§ 2º Na vigência do regime especial previsto no art. 101 deste Ato das Disposições Constitucionais Transitórias, as preferências relativas à idade, ao estado de saúde e à deficiência serão atendidas até o valor equivalente ao quíntuplo fixado em lei para os fins do disposto no § 3º do art. 100 da Constituição Federal, admitido o fracionamento para essa finalidade, e o restante será pago em ordem cronológica de apresentação do precatório.  ;3;p;2;102;2;;;;1;;;;2017
adct;Art. 103. Enquanto os Estados, o Distrito Federal e os Municípios estiverem efetuando o pagamento da parcela mensal devida como previsto no caput do art. 101 deste Ato das Disposições Constitucionais Transitórias, nem eles, nem as respectivas autarquias, fundações e empresas estatais dependentes poderão sofrer sequestro de valores, exceto no caso de não liberação tempestiva dos recursos.   ;4;a;103;103;;;;;1;;;;2016
adct;Parágrafo único. Na vigência do regime especial previsto no art. 101 deste Ato das Disposições Constitucionais Transitórias, ficam vedadas desapropriações pelos Estados, pelo Distrito Federal e pelos Municípios, cujos estoques de precatórios ainda pendentes de pagamento, incluídos os precatórios a pagar de suas entidades da administração indireta, sejam superiores a 70% (setenta por cento) das respectivas receitas correntes líquidas, excetuadas as desapropriações para fins de necessidade pública nas áreas de saúde, educação, segurança pública, transporte público, saneamento básico e habitação de interesse social.  ;3;pu;pu;103;;;;;1;;;;2017
adct;Art. 104. Se os recursos referidos no art. 101 deste Ato das Disposições Constitucionais Transitórias para o pagamento de precatórios não forem tempestivamente liberados, no todo ou em parte:  ;4;a;104;104;;;;;1;;;;2016
adct;"I - o Presidente do Tribunal de Justiça local determinará o sequestro, até o limite do valor não liberado, das contas do ente federado inadimplente;  ";2;i;I;104;;I;;;1;;;;2016
adct;"II - o chefe do Poder Executivo do ente federado inadimplente responderá, na forma da legislação de responsabilidade fiscal e de improbidade administrativa;  ";2;i;II;104;;II;;;1;;;;2016
adct;"III - a União reterá os recursos referentes aos repasses ao Fundo de Participação dos Estados e do Distrito Federal e ao Fundo de Participação dos Municípios e os depositará na conta especial referida no art. 101 deste Ato das Disposições Constitucionais Transitórias, para utilização como nele previsto;  ";2;i;III;104;;III;;;1;;;;2016
adct;IV - os Estados e o Comitê Gestor do Imposto sobre Bens e Serviços reterão os repasses previstos, respectivamente, nos §§ 1º e 2º do art. 158 da Constituição Federal e os depositarão na conta especial referida no art. 101 deste Ato das Disposições Constitucionais Transitórias, para utilização como nele previsto. ;2;i;IV;104;;IV;;;1;;;;2023
adct;Parágrafo único. Enquanto perdurar a omissão, o ente federado não poderá contrair empréstimo externo ou interno, exceto para os fins previstos no § 2º do art. 101 deste Ato das Disposições Constitucionais Transitórias, e ficará impedido de receber transferências voluntárias.  ;3;pu;pu;104;;;;;1;;;;2016
adct;Art. 105. Enquanto viger o regime de pagamento de precatórios previsto no art. 101 deste Ato das Disposições Constitucionais Transitórias, é facultada aos credores de precatórios, próprios ou de terceiros, a compensação com débitos de natureza tributária ou de outra natureza que até 25 de março de 2015 tenham sido inscritos na dívida ativa dos Estados, do Distrito Federal ou dos Municípios, observados os requisitos definidos em lei própria do ente federado.  ;4;a;105;105;;;;;1;;;;2016
adct;§ 1º  Não se aplica às compensações referidas no caput deste artigo qualquer tipo de vinculação, como as transferências a outros entes e as destinadas à educação, à saúde e a outras finalidades.   (Numerado do parágrafo único pela  Emenda constitucional nº 99, de 2017);3;p;1;105;1;;;;1;;;;
adct;§ 2º Os Estados, o Distrito Federal e os Municípios regulamentarão nas respectivas leis o disposto no caput deste artigo em até cento e vinte dias a partir de 1º de janeiro de 2018.  ;3;p;2;105;2;;;;1;;;;2017
adct;§ 3º Decorrido o prazo estabelecido no § 2º deste artigo sem a regulamentação nele prevista, ficam os credores de precatórios autorizados a exercer a faculdade a que se refere o caput deste artigo.  ;3;p;3;105;3;;;;1;;;;2017
adct;Art. 106.  (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;106;106;;;;;1;;;;
adct;Art. 107.  (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;107;107;;;;;1;;;;
adct;Art. 107-A. Até o fim de 2026, fica estabelecido, para cada exercício financeiro, limite para alocação na proposta orçamentária das despesas com pagamentos em virtude de sentença judiciária de que trata o art. 100 da Constituição Federal, equivalente ao valor da despesa paga no exercício de 2016, incluídos os restos a pagar pagos, corrigido, para o exercício de 2017, em 7,2% (sete inteiros e dois décimos por cento) e, para os exercícios posteriores, pela variação do Índice Nacional de Preços ao Consumidor Amplo (IPCA), publicado pela Fundação Instituto Brasileiro de Geografia e Estatística, ou de outro índice que vier a substituí-lo, apurado no exercício anterior a que se refere a lei orçamentária, devendo o espaço fiscal decorrente da diferença entre o valor dos precatórios expedidos e o respectivo limite ser destinado ao programa previsto no parágrafo único do art. 6º e à seguridade social, nos termos do art. 194, ambos da Constituição Federal, a ser calculado da seguinte forma:  ;4;a;107A;107A;;;;;1;;;;2022
adct;"I - no exercício de 2022, o espaço fiscal decorrente da diferença entre o valor dos precatórios expedidos e o limite estabelecido no caput deste artigo deverá ser destinado ao programa previsto no parágrafo único do art. 6º e à seguridade social, nos termos do art. 194, ambos da Constituição Federal;  ";2;i;I;107A;;I;;;1;;;;2021
adct;"II - no exercício de 2023, pela diferença entre o total de precatórios expedidos entre 2 de julho de 2021 e 2 de abril de 2022 e o limite de que trata o caput deste artigo válido para o exercício de 2023; e  ";2;i;II;107A;;II;;;1;;;;2021
adct;III - nos exercícios de 2024 a 2026, pela diferença entre o total de precatórios expedidos entre 3 de abril de dois anos anteriores e 2 de abril do ano anterior ao exercício e o limite de que trata o caput deste artigo válido para o mesmo exercício.  ;2;i;III;107A;;III;;;1;;;;2021
adct;§ 1º O limite para o pagamento de precatórios corresponderá, em cada exercício, ao limite previsto no caput deste artigo, reduzido da projeção para a despesa com o pagamento de requisições de pequeno valor para o mesmo exercício, que terão prioridade no pagamento.  ;3;p;1;107A;1;;;;1;;;;2021
adct;§ 2º Os precatórios que não forem pagos em razão do previsto neste artigo terão prioridade para pagamento em exercícios seguintes, observada a ordem cronológica e o disposto no § 8º deste artigo.  ;3;p;2;107A;2;;;;1;;;;2021
adct;§ 3º É facultado ao credor de precatório que não tenha sido pago em razão do disposto neste artigo, além das hipóteses previstas no § 11 do art. 100 da Constituição Federal e sem prejuízo dos procedimentos previstos nos §§ 9º e 21 do referido artigo, optar pelo recebimento, mediante acordos diretos perante Juízos Auxiliares de Conciliação de Pagamento de Condenações Judiciais contra a Fazenda Pública Federal, em parcela única, até o final do exercício seguinte, com renúncia de 40% (quarenta por cento) do valor desse crédito.  ;3;p;3;107A;3;;;;1;;;;2021
adct;§ 4º O Conselho Nacional de Justiça regulamentará a atuação dos Presidentes dos Tribunais competentes para o cumprimento deste artigo.  ;3;p;4;107A;4;;;;1;;;;2021
adct;§ 5º Não se incluem no limite estabelecido neste artigo as despesas para fins de cumprimento do disposto nos §§ 11, 20 e 21 do art. 100 da Constituição Federal e no § 3º deste artigo, bem como a atualização monetária dos precatórios inscritos no exercício.  ;3;p;5;107A;5;;;;1;;;;2021
adct;§ 6º Não se incluem nos limites estabelecidos no art. 107 deste Ato das Disposições Constitucionais Transitórias o previsto nos §§ 11, 20 e 21 do art. 100 da Constituição Federal e no § 3º deste artigo.  ;3;p;6;107A;6;;;;1;;;;2021
adct;§ 7º Na situação prevista no § 3º deste artigo, para os precatórios não incluídos na proposta orçamentária de 2022, os valores necessários à sua quitação serão providenciados pela abertura de créditos adicionais durante o exercício de 2022.  ;3;p;7;107A;7;;;;1;;;;2021
adct;§ 8º Os pagamentos em virtude de sentença judiciária de que trata o art. 100 da Constituição Federal serão realizados na seguinte ordem:  ;3;p;8;107A;8;;;;1;;;;2021
adct;"I - obrigações definidas em lei como de pequeno valor, previstas no § 3º do art. 100 da Constituição Federal;  ";2;i;I;107A;8;I;;;1;;;;2021
adct;"II - precatórios de natureza alimentícia cujos titulares, originários ou por sucessão hereditária, tenham no mínimo 60 (sessenta) anos de idade, ou sejam portadores de doença grave ou pessoas com deficiência, assim definidos na forma da lei, até o valor equivalente ao triplo do montante fixado em lei como obrigação de pequeno valor;  ";2;i;II;107A;8;II;;;1;;;;2021
adct;"III - demais precatórios de natureza alimentícia até o valor equivalente ao triplo do montante fixado em lei como obrigação de pequeno valor;  ";2;i;III;107A;8;III;;;1;;;;2021
adct;"IV - demais precatórios de natureza alimentícia além do valor previsto no inciso III deste parágrafo;  ";2;i;IV;107A;8;IV;;;1;;;;2021
adct;V - demais precatórios.  ;2;i;V;107A;8;V;;;1;;;;2021
adct;Art. 108. (Revogado pela Emenda Constitucional nº 113, de 2021);4;a;108;108;;;;;1;;;;
adct;Art. 109.  (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;109;109;;;;;1;;;;
adct;Art. 110.  (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;110;110;;;;;1;;;;
adct;Art. 111.   (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;111;111;;;;;1;;;;
adct;Art. 111-A.   (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;111A;111A;;;;;1;;;;
adct;Art. 112.  (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;112;112;;;;;1;;;;
adct;Art. 113. A proposição legislativa que crie ou altere despesa obrigatória ou renúncia de receita deverá ser acompanhada da estimativa do seu impacto orçamentário e financeiro.    ;4;a;113;113;;;;;1;;;;2016
adct;Art. 114.   (Revogado pela Emenda Constitucional nº 126, de 2022);4;a;114;114;;;;;1;;;;
adct;Art. 115. Fica excepcionalmente autorizado o parcelamento das contribuições previdenciárias e dos demais débitos dos Municípios, incluídas suas autarquias e fundações, com os respectivos regimes próprios de previdência social, com vencimento até 31 de outubro de 2021, inclusive os parcelados anteriormente, no prazo máximo de 240 (duzentos e quarenta) prestações mensais, mediante autorização em lei municipal específica, desde que comprovem ter alterado a legislação do regime próprio de previdência social para atendimento das seguintes condições, cumulativamente:  ;4;a;115;115;;;;;1;;;;2021
adct;"I - adoção de regras de elegibilidade, de cálculo e de reajustamento dos benefícios que contemplem, nos termos previstos nos incisos I e III do § 1º e nos §§ 3º a 5º, 7º e 8º do art. 40 da Constituição Federal, regras assemelhadas às aplicáveis aos servidores públicos do regime próprio de previdência social da União e que contribuam efetivamente para o atingimento e a manutenção do equilíbrio financeiro e atuarial;  ";2;i;I;115;;I;;;1;;;;2021
adct;"II - adequação do rol de benefícios ao disposto nos §§ 2º e 3º do art. 9º da Emenda Constitucional nº 103, de 12 de novembro de 2019;  ";2;i;II;115;;II;;;1;;;;2021
adct;"III - adequação da alíquota de contribuição devida pelos servidores, nos termos do § 4º do art. 9º da Emenda Constitucional nº 103, de 12 de novembro de 2019; e  ";2;i;III;115;;III;;;1;;;;2021
adct;IV - instituição do regime de previdência complementar e adequação do órgão ou entidade gestora do regime próprio de previdência social, nos termos do § 6º do art. 9º da Emenda Constitucional nº 103, de 12 de novembro de 2019.  ;2;i;IV;115;;IV;;;1;;;;2021
adct;Parágrafo único. Ato do Ministério do Trabalho e Previdência, no âmbito de suas competências, definirá os critérios para o parcelamento previsto neste artigo, inclusive quanto ao cumprimento do disposto nos incisos I, II, III e IV do caput deste artigo, bem como disponibilizará as informações aos Municípios sobre o montante das dívidas, as formas de parcelamento, os juros e os encargos incidentes, de modo a possibilitar o acompanhamento da evolução desses débitos.  ;3;pu;pu;115;;;;;1;;;;2021
adct;Art. 116. Fica excepcionalmente autorizado o parcelamento dos débitos decorrentes de contribuições previdenciárias dos Municípios, incluídas suas autarquias e fundações, com o Regime Geral de Previdência Social, com vencimento até 31 de outubro de 2021, ainda que em fase de execução fiscal ajuizada, inclusive os decorrentes do descumprimento de obrigações acessórias e os parcelados anteriormente, no prazo máximo de 240 (duzentos e quarenta) prestações mensais.  ;4;a;116;116;;;;;1;;;;2021
adct;§ 1º Os Municípios que possuam regime próprio de previdência social deverão comprovar, para fins de formalização do parcelamento com o Regime Geral de Previdência Social, de que trata este artigo, terem atendido as condições estabelecidas nos incisos I, II, III e IV docaputdo art. 115 deste Ato das Disposições Constitucionais Transitórias.  ;3;p;1;116;1;;;;1;;;;2021
adct;§ 2º Os débitos parcelados terão redução de 40% (quarenta por cento) das multas de mora, de ofício e isoladas, de 80% (oitenta por cento) dos juros de mora, de 40% (quarenta por cento) dos encargos legais e de 25% (vinte e cinco por cento) dos honorários advocatícios.  ;3;p;2;116;2;;;;1;;;;2021
adct;§ 3º O valor de cada parcela será acrescido de juros equivalentes à taxa referencial do Sistema Especial de Liquidação e de Custódia (Selic), acumulada mensalmente, calculados a partir do mês subsequente ao da consolidação até o mês anterior ao do pagamento.  ;3;p;3;116;3;;;;1;;;;2021
adct;§ 4º Não constituem débitos dos Municípios aqueles considerados prescritos ou atingidos pela decadência.  ;3;p;4;116;4;;;;1;;;;2021
adct;§ 5º A Secretaria Especial da Receita Federal do Brasil e a Procuradoria-Geral da Fazenda Nacional, no âmbito de suas competências, deverão fixar os critérios para o parcelamento previsto neste artigo, bem como disponibilizar as informações aos Municípios sobre o montante das dívidas, as formas de parcelamento, os juros e os encargos incidentes, de modo a possibilitar o acompanhamento da evolução desses débitos.  ;3;p;5;116;5;;;;1;;;;2021
adct;Art. 117. A formalização dos parcelamentos de que tratam os arts. 115 e 116 deste Ato das Disposições Constitucionais Transitórias deverá ocorrer até 30 de junho de 2022 e ficará condicionada à autorização de vinculação do Fundo de Participação dos Municípios para fins de pagamento das prestações acordadas nos termos de parcelamento, observada a seguinte ordem de preferência:  ;4;a;117;117;;;;;1;;;;2021
adct;"I - a prestação de garantia ou de contra garantia à União ou os pagamentos de débitos em favor da União, na forma do § 4º do art. 167 da Constituição Federal;  ";2;i;I;117;;I;;;1;;;;2021
adct;"II - as contribuições parceladas devidas ao Regime Geral de Previdência Social;  ";2;i;II;117;;II;;;1;;;;2021
adct;III - as contribuições parceladas devidas ao respectivo regime próprio de previdência social.  ;2;i;III;117;;III;;;1;;;;2021
adct;Art. 118. Os limites, as condições, as normas de acesso e os demais requisitos para o atendimento do disposto no parágrafo único do art. 6º e no inciso VI do caput do art. 203 da Constituição Federal serão determinados, na forma da lei e respectivo regulamento, até 31 de dezembro de 2022, dispensada, exclusivamente no exercício de 2022, a observância das limitações legais quanto à criação, à expansão ou ao aperfeiçoamento de ação governamental que acarrete aumento de despesa no referido exercício.  ;4;a;118;118;;;;;1;;;;2021
adct;Art. 119. Em decorrência do estado de calamidade pública provocado pela pandemia da Covid-19, os Estados, o Distrito Federal, os Municípios e os agentes públicos desses entes federados não poderão ser responsabilizados administrativa, civil ou criminalmente pelo descumprimento, exclusivamente nos exercícios financeiros de 2020 e 2021, do disposto no caput do art. 212 da Constituição Federal.  ;4;a;119;119;;;;;1;;;;2022
adct;Parágrafo único. Para efeitos do disposto no caput deste artigo, o ente deverá complementar na aplicação da manutenção e desenvolvimento do ensino, até o exercício financeiro de 2023, a diferença a menor entre o valor aplicado, conforme informação registrada no sistema integrado de planejamento e orçamento, e o valor mínimo exigível constitucionalmente para os exercícios de 2020 e 2021.  ;3;pu;pu;119;;;;;1;;;;2022
adct;Art. 120. Fica reconhecido, no ano de 2022, o estado de emergência decorrente da elevação extraordinária e imprevisível dos preços do petróleo, combustíveis e seus derivados e dos impactos sociais dela decorrentes.  ;4;a;120;120;;;;;1;;;;2022
adct;Parágrafo único. Para enfretamento ou mitigação dos impactos decorrentes do estado de emergência reconhecido, as medidas implementadas, até os limites de despesas previstos em uma única e exclusiva norma constitucional observarão o seguinte:  ;3;pu;pu;120;;;;;1;;;;2022
adct;I - quanto às despesas:  ;2;i;I;120;;I;;;1;;;;2022
adct;"a) serão atendidas por meio de crédito extraordinário;  (Incluída pela Emenda Constitucional nº 123, de 2022)";1;al;a;120;;I;a;;1;;;;
adct;"b) não serão consideradas para fins de apuração da meta de resultado primário estabelecida no caput do art. 2º da Lei nº 14.194, de 20 de agosto de 2021, e do limite estabelecido para as despesas primárias, conforme disposto no inciso I do caput do art. 107 do Ato das Disposições Constitucionais Transitórias; e (Incluída pela Emenda Constitucional nº 123, de 2022)";1;al;b;120;;I;b;;1;;;;
adct;"c) ficarão ressalvadas do disposto no inciso III do caput do art. 167 da Constituição Federal;  (Incluída pela Emenda Constitucional nº 123, de 2022)";1;al;c;120;;I;c;;1;;;;
adct;"II - a abertura do crédito extraordinário para seu atendimento dar-se-á independentemente da observância dos requisitos exigidos no § 3º do art. 167 da Constituição Federal; e  ";2;i;II;120;;II;;;1;;;;2022
adct;III - a dispensa das limitações legais, inclusive quanto à necessidade de compensação:  ;2;i;III;120;;III;;;1;;;;2022
adct;"a) à criação, à expansão ou ao aperfeiçoamento de ação governamental que acarrete aumento de despesa; e  (Incluída pela Emenda Constitucional nº 123, de 2022)";1;al;a;120;;III;a;;1;;;;
